ClientRef,OperationRef,MontantTND,DateOperation,NatureOperation,SensFlux,CanalUtilise,SecteurCommercant,DeviseTransaction
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000210,459.03,2026-09-08,TRANSFER,IN,ATM,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000211,205.61,2026-08-08,SAVINGS,,POS,,EUR
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000212,309.34,2026-10-11,SAVINGS,,ATM,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000213,201.43,2026-09-24,DEPOSIT,,ATM,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000214,23.98,2026-09-16,ONLINE_PAYMENT,,ATM,RESTAURANT,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000215,39.35,2026-09-02,BILL_PAYMENT,,ATM,,EUR
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000216,62.6,2026-08-16,BILL_PAYMENT,,ATM,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000217,238.41,2026-08-03,CARD_PURCHASE,,POS,FOOD_DELIVERY,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000218,557.62,2026-09-14,SAVINGS,,ONLINE,,TND
4c056708-a89d-4649-aec7-069be9505175,OP-000219,116.11,2026-09-21,TRANSFER,IN,MOBILE_APP,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000220,349.93,2026-09-27,SAVINGS,,ATM,,EUR
46249a16-3043-4206-a6eb-10182dcb4257,OP-000221,66.7,2026-08-17,DEPOSIT,,ATM,,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000222,207.04,2026-08-11,BILL_PAYMENT,,ATM,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000223,165.65,2026-09-28,ONLINE_PAYMENT,,POS,FUEL,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000224,403.18,2026-08-30,TRANSFER,IN,POS,,TND
4c056708-a89d-4649-aec7-069be9505175,OP-000225,316.79,2026-10-13,DEPOSIT,,ONLINE,,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000226,130.03,2026-10-12,BILL_PAYMENT,,POS,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000227,167.61,2026-09-29,BILL_PAYMENT,,POS,,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000228,188.91,2026-10-14,ONLINE_PAYMENT,,MOBILE_APP,TELECOM,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000229,341.17,2026-10-08,TRANSFER,OUT,ONLINE,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000230,266.03,2026-09-17,TRANSFER,IN,MOBILE_APP,,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000231,6.36,2026-08-15,CARD_PURCHASE,,POS,RESTAURANT,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000232,386.64,2026-10-06,ONLINE_PAYMENT,,POS,FUEL,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000233,106.97,2026-09-18,TRANSFER,IN,ATM,,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000234,95.67,2026-10-02,SAVINGS,,ATM,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000235,228.15,2026-09-28,SAVINGS,,POS,,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000236,209.38,2026-09-22,DEPOSIT,,ONLINE,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000237,52.21,2026-10-04,TRANSFER,OUT,ONLINE,,TND
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000238,545.75,2026-10-02,SAVINGS,,POS,,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000239,31.41,2026-08-29,TRANSFER,IN,ATM,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000240,265.19,2026-08-02,DEPOSIT,,MOBILE_APP,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000241,105.15,2026-08-25,BILL_PAYMENT,,ONLINE,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000242,56.39,2026-08-25,TRANSFER,OUT,ONLINE,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000243,183.88,2026-08-01,CARD_PURCHASE,,MOBILE_APP,FOOD_DELIVERY,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000244,234.76,2026-09-15,CARD_PURCHASE,,MOBILE_APP,FUEL,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000245,30.9,2026-08-08,DEPOSIT,,ONLINE,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000246,138.02,2026-09-02,TRANSFER,IN,POS,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000247,69.53,2026-10-04,BILL_PAYMENT,,POS,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000248,274.74,2026-09-13,DEPOSIT,,ONLINE,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000249,255.8,2026-09-15,CARD_PURCHASE,,ONLINE,FOOD_DELIVERY,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000250,0,2026-09-29,PRODUCT_EVENT,,ATM,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000251,156.93,2026-09-16,DEPOSIT,,POS,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000252,38.62,2026-10-03,BILL_PAYMENT,,ATM,,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000253,0,2026-09-15,PRODUCT_EVENT,,ATM,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000254,185.29,2026-10-01,BILL_PAYMENT,,ONLINE,,TND
fc08d5f4-6b0a-400a-80c7-1e44b59a39a7,OP-000255,140.04,2026-08-29,BILL_PAYMENT,,ATM,,EUR
2101db79-89a1-414b-9b37-351d9797701b,OP-000256,448.43,2026-08-24,TRANSFER,OUT,ATM,,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000257,81.03,2026-10-09,BILL_PAYMENT,,ONLINE,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000258,135.18,2026-08-22,SAVINGS,,MOBILE_APP,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000259,143.08,2026-08-30,TRANSFER,OUT,MOBILE_APP,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000260,125.73,2026-09-15,BILL_PAYMENT,,ATM,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000261,250.96,2026-09-17,ONLINE_PAYMENT,,ONLINE,RETAIL,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000262,117.84,2026-09-08,CARD_PURCHASE,,ATM,TELECOM,EUR
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000263,161.65,2026-09-02,BILL_PAYMENT,,ONLINE,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000264,434.33,2026-09-20,TRANSFER,IN,ONLINE,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000265,349.65,2026-09-12,ONLINE_PAYMENT,,ATM,GROCERY,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000266,209.81,2026-09-08,TRANSFER,IN,ATM,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000267,377.35,2026-08-17,DEPOSIT,,ATM,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000268,141.13,2026-09-07,CARD_PURCHASE,,ONLINE,GROCERY,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000269,523.34,2026-09-20,SAVINGS,,POS,,EUR
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000270,401.03,2026-08-13,SAVINGS,,ATM,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000271,0,2026-08-26,PRODUCT_EVENT,,MOBILE_APP,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000272,22.63,2026-10-07,BILL_PAYMENT,,MOBILE_APP,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000273,268.99,2026-09-19,CARD_PURCHASE,,ATM,RESTAURANT,TND
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000274,142.4,2026-10-06,CARD_PURCHASE,,MOBILE_APP,RETAIL,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000275,326.61,2026-08-31,SAVINGS,,ATM,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000276,294.97,2026-09-06,CARD_PURCHASE,,ONLINE,FOOD_DELIVERY,EUR
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000277,129.43,2026-08-19,ONLINE_PAYMENT,,ATM,E_COMMERCE,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000278,0,2026-08-03,PRODUCT_EVENT,,ATM,,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000279,143.24,2026-10-10,SAVINGS,,ONLINE,,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000280,139.21,2026-08-09,CARD_PURCHASE,,MOBILE_APP,FUEL,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000281,0,2026-09-19,PRODUCT_EVENT,,MOBILE_APP,,TND
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000282,532.2,2026-10-10,DEPOSIT,,MOBILE_APP,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000283,0,2026-08-23,PRODUCT_EVENT,,POS,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000284,77.93,2026-09-14,TRANSFER,IN,ATM,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000285,223.44,2026-10-09,CARD_PURCHASE,,MOBILE_APP,FOOD_DELIVERY,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000286,233.76,2026-09-02,DEPOSIT,,MOBILE_APP,,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000287,34.98,2026-08-13,TRANSFER,OUT,POS,,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000288,107.06,2026-09-22,SAVINGS,,POS,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000289,203.7,2026-09-30,BILL_PAYMENT,,MOBILE_APP,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000290,56.18,2026-09-11,BILL_PAYMENT,,ONLINE,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000291,180.83,2026-08-05,BILL_PAYMENT,,ONLINE,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000292,238.13,2026-10-07,BILL_PAYMENT,,POS,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000293,179.15,2026-10-06,ONLINE_PAYMENT,,ONLINE,RESTAURANT,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000294,165.81,2026-09-30,TRANSFER,IN,ATM,,EUR
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000295,196.71,2026-09-12,CARD_PURCHASE,,POS,TELECOM,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000296,50.29,2026-09-01,BILL_PAYMENT,,POS,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000297,352.8,2026-08-02,SAVINGS,,MOBILE_APP,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000298,48.41,2026-08-22,BILL_PAYMENT,,POS,,EUR
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000299,145.91,2026-09-14,TRANSFER,IN,POS,,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000300,250.29,2026-09-20,TRANSFER,IN,POS,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000301,390.41,2026-08-25,TRANSFER,IN,MOBILE_APP,,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000302,201.84,2026-08-28,CARD_PURCHASE,,ONLINE,FOOD_DELIVERY,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000303,439.86,2026-10-14,SAVINGS,,MOBILE_APP,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000304,143.28,2026-08-08,TRANSFER,OUT,ATM,,EUR
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000305,350.88,2026-09-02,DEPOSIT,,ONLINE,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000306,150.56,2026-09-26,DEPOSIT,,MOBILE_APP,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000307,178.61,2026-10-13,BILL_PAYMENT,,POS,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000308,50.7,2026-08-18,BILL_PAYMENT,,ONLINE,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000309,210.71,2026-09-03,CARD_PURCHASE,,ATM,FOOD_DELIVERY,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000310,429.03,2026-09-27,TRANSFER,OUT,MOBILE_APP,,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000311,278.86,2026-10-06,ONLINE_PAYMENT,,ATM,FOOD_DELIVERY,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000312,170.55,2026-09-01,DEPOSIT,,ATM,,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000313,67.59,2026-09-11,CARD_PURCHASE,,ONLINE,GROCERY,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000314,187.47,2026-08-01,ONLINE_PAYMENT,,ONLINE,FOOD_DELIVERY,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000315,271.57,2026-08-20,CARD_PURCHASE,,ATM,RESTAURANT,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000316,126.82,2026-09-14,BILL_PAYMENT,,ATM,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000317,161.43,2026-09-09,DEPOSIT,,ATM,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000318,79.58,2026-08-09,BILL_PAYMENT,,POS,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000319,414.95,2026-09-18,DEPOSIT,,ATM,,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000320,221.25,2026-10-07,CARD_PURCHASE,,MOBILE_APP,RESTAURANT,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000321,86.53,2026-08-03,ONLINE_PAYMENT,,MOBILE_APP,GROCERY,EUR
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000322,110.61,2026-09-15,CARD_PURCHASE,,ATM,TELECOM,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000323,0,2026-08-02,PRODUCT_EVENT,,POS,,TND
fc08d5f4-6b0a-400a-80c7-1e44b59a39a7,OP-000324,230.02,2026-08-13,ONLINE_PAYMENT,,MOBILE_APP,FUEL,EUR
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000325,76.19,2026-10-14,SAVINGS,,MOBILE_APP,,EUR
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000326,382.11,2026-10-05,ONLINE_PAYMENT,,ONLINE,RETAIL,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000327,147.86,2026-08-28,TRANSFER,IN,MOBILE_APP,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000328,137.55,2026-09-11,ONLINE_PAYMENT,,ONLINE,FOOD_DELIVERY,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000329,53.49,2026-10-02,DEPOSIT,,ATM,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000330,96.09,2026-09-30,DEPOSIT,,MOBILE_APP,,TND
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000331,0,2026-09-19,PRODUCT_EVENT,,ONLINE,,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000332,147.09,2026-08-27,BILL_PAYMENT,,ATM,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000333,479.67,2026-09-28,SAVINGS,,ATM,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000334,555.67,2026-10-02,SAVINGS,,ONLINE,,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000335,0,2026-09-25,PRODUCT_EVENT,,MOBILE_APP,,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000336,0,2026-08-29,PRODUCT_EVENT,,ATM,,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000337,101,2026-08-16,CARD_PURCHASE,,MOBILE_APP,TELECOM,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000338,0,2026-08-20,PRODUCT_EVENT,,ONLINE,,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000339,30.22,2026-09-02,TRANSFER,OUT,POS,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000340,103.08,2026-09-17,DEPOSIT,,ATM,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000341,64.07,2026-08-29,DEPOSIT,,MOBILE_APP,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000342,151.54,2026-09-10,CARD_PURCHASE,,POS,RETAIL,TND
fc08d5f4-6b0a-400a-80c7-1e44b59a39a7,OP-000343,154.84,2026-09-10,BILL_PAYMENT,,ONLINE,,TND
fc08d5f4-6b0a-400a-80c7-1e44b59a39a7,OP-000344,161.59,2026-08-08,DEPOSIT,,MOBILE_APP,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000345,205.47,2026-09-13,DEPOSIT,,POS,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000346,560.91,2026-08-26,DEPOSIT,,ONLINE,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000347,0,2026-08-27,PRODUCT_EVENT,,POS,,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000348,328.73,2026-10-02,DEPOSIT,,ATM,,TND
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000349,444.78,2026-08-16,DEPOSIT,,MOBILE_APP,,TND
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000350,183.92,2026-08-04,SAVINGS,,ONLINE,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000351,574.44,2026-09-17,SAVINGS,,ONLINE,,EUR
fc08d5f4-6b0a-400a-80c7-1e44b59a39a7,OP-000352,358.6,2026-09-18,SAVINGS,,ATM,,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000353,142.78,2026-09-07,ONLINE_PAYMENT,,POS,FOOD_DELIVERY,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000354,0,2026-09-21,PRODUCT_EVENT,,ONLINE,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000355,222.52,2026-08-29,CARD_PURCHASE,,MOBILE_APP,RETAIL,EUR
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000356,125.3,2026-09-07,TRANSFER,IN,MOBILE_APP,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000357,130.33,2026-08-14,TRANSFER,IN,POS,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000358,425.07,2026-08-15,SAVINGS,,ONLINE,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000359,477.62,2026-09-24,TRANSFER,IN,ATM,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000360,384.2,2026-09-11,SAVINGS,,ONLINE,,TND
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000361,323.8,2026-10-02,TRANSFER,IN,ATM,,EUR
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000362,277.6,2026-09-16,TRANSFER,IN,ONLINE,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000363,41.25,2026-10-02,ONLINE_PAYMENT,,ATM,RETAIL,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000364,498.28,2026-10-04,TRANSFER,IN,ATM,,EUR
fc08d5f4-6b0a-400a-80c7-1e44b59a39a7,OP-000365,390.82,2026-09-19,ONLINE_PAYMENT,,ONLINE,FUEL,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000366,27.95,2026-09-08,SAVINGS,,MOBILE_APP,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000367,36.19,2026-09-22,BILL_PAYMENT,,POS,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000368,252.71,2026-09-23,ONLINE_PAYMENT,,MOBILE_APP,E_COMMERCE,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000369,130.94,2026-09-10,ONLINE_PAYMENT,,POS,FUEL,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000370,55.91,2026-09-29,ONLINE_PAYMENT,,ONLINE,RETAIL,EUR
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000371,391.23,2026-08-04,ONLINE_PAYMENT,,ATM,E_COMMERCE,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000372,166.92,2026-10-13,CARD_PURCHASE,,POS,TELECOM,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000373,71.31,2026-08-11,CARD_PURCHASE,,ONLINE,RETAIL,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000374,0,2026-08-17,PRODUCT_EVENT,,POS,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000375,233.86,2026-08-30,BILL_PAYMENT,,MOBILE_APP,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000376,35.65,2026-09-17,BILL_PAYMENT,,ATM,,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000377,418.56,2026-08-23,SAVINGS,,POS,,TND
fc08d5f4-6b0a-400a-80c7-1e44b59a39a7,OP-000378,454.86,2026-08-26,SAVINGS,,ATM,,EUR
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000379,0,2026-09-22,PRODUCT_EVENT,,POS,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000380,124.78,2026-08-22,BILL_PAYMENT,,POS,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000381,250.71,2026-08-03,DEPOSIT,,ONLINE,,EUR
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000382,50.81,2026-08-27,CARD_PURCHASE,,POS,E_COMMERCE,EUR
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000383,0,2026-08-30,PRODUCT_EVENT,,ONLINE,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000384,123.14,2026-09-29,SAVINGS,,MOBILE_APP,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000385,353.08,2026-08-17,TRANSFER,IN,POS,,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000386,444.52,2026-08-15,SAVINGS,,POS,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000387,325.38,2026-09-20,ONLINE_PAYMENT,,ATM,FOOD_DELIVERY,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000388,120.45,2026-08-07,ONLINE_PAYMENT,,ONLINE,E_COMMERCE,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000389,0,2026-10-05,PRODUCT_EVENT,,POS,,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000390,327.97,2026-08-11,TRANSFER,IN,MOBILE_APP,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000391,108.45,2026-09-20,SAVINGS,,ATM,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000392,315.95,2026-10-10,DEPOSIT,,POS,,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000393,374.4,2026-09-05,ONLINE_PAYMENT,,ATM,TELECOM,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000394,310.26,2026-09-24,SAVINGS,,POS,,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000395,271.47,2026-08-25,TRANSFER,IN,ONLINE,,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000396,243.96,2026-08-09,BILL_PAYMENT,,POS,,EUR
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000397,290.76,2026-10-07,SAVINGS,,POS,,EUR
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000398,17.28,2026-08-01,TRANSFER,IN,ATM,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000399,123.36,2026-10-05,BILL_PAYMENT,,ATM,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000400,121.98,2026-10-03,CARD_PURCHASE,,ONLINE,GROCERY,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000401,118.97,2026-10-05,BILL_PAYMENT,,ONLINE,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000402,0,2026-08-10,PRODUCT_EVENT,,ATM,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000403,130.24,2026-09-23,BILL_PAYMENT,,ONLINE,,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000404,137.7,2026-08-18,BILL_PAYMENT,,ATM,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000405,153.11,2026-08-21,CARD_PURCHASE,,POS,RESTAURANT,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000406,522.65,2026-09-07,DEPOSIT,,MOBILE_APP,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000407,293.49,2026-08-27,ONLINE_PAYMENT,,MOBILE_APP,TELECOM,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000408,406.53,2026-10-12,SAVINGS,,POS,,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000409,173.96,2026-08-18,SAVINGS,,MOBILE_APP,,EUR
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000410,0,2026-08-02,PRODUCT_EVENT,,ONLINE,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000411,151.64,2026-08-27,ONLINE_PAYMENT,,POS,RESTAURANT,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000412,69.73,2026-10-12,BILL_PAYMENT,,ATM,,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000413,256.81,2026-08-30,DEPOSIT,,ONLINE,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000414,0,2026-09-01,PRODUCT_EVENT,,ONLINE,,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000415,126.54,2026-09-07,SAVINGS,,MOBILE_APP,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000416,21.95,2026-09-14,SAVINGS,,MOBILE_APP,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000417,0,2026-08-09,PRODUCT_EVENT,,ONLINE,,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000418,0,2026-10-10,PRODUCT_EVENT,,ATM,,TND
